date,target,month,Summer,Winter,Autumn,Spring,quarter_1,quarter_2,quarter_3,quarter_4,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,weekend,holidays_flag,vacations_flag,temp,humidity,wind,raining
02/05/2025,219,6,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,None,None,None,None
02/06/2025,203,6,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,None,None,None,None
02/07/2025,84,6,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,24.2,33,0,0
02/08/2025,1,6,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,25.9,42,4.02778,0
02/09/2025,155,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,24.9,60,3.13889,0
02/10/2025,231,6,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,25.5,60,3.13889,0
02/11/2025,184,6,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,25.1,60,3.13889,0
02/12/2025,215,6,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,28.5,40,3.58333,0
2/13/2025,208,6,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,21.6,81,1.77778,0
2/14/2025,104,6,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,23.7,64,3.13889,0
2/15/2025,3,6,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,24.3,58,3.13889,0
2/16/2025,211,7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,24.5,61,4.02778,0
2/17/2025,257,7,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,25,64,3.13889,0
2/18/2025,248,7,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,25.6,61,2.69444,0
2/19/2025,193,7,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,None,None,None,None
2/20/2025,159,7,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,27.5,55,3.58333,0
2/21/2025,63,7,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,26.7,58,3.13889,0
2/22/2025,5,7,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,27.3,54,2.69444,0
2/23/2025,213,7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,26.2,49,2.22222,0
2/24/2025,205,7,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,26.2,44,2.69444,0
2/25/2025,188,7,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,25.7,56,2.69444,0
2/26/2025,168,7,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,26.3,58,3.58333,0
2/27/2025,184,7,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,24.3,64,2.69444,0
2/28/2025,84,7,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,24.7,68,3.13889,0
03/01/2025,4,7,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,26.5,68,3.58333,0
03/02/2025,169,7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,24.7,51,0.44444,0
03/03/2025,257,7,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,27,58,3.58333,0
03/04/2025,188,7,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,26.5,62,3.58333,0
03/05/2025,203,7,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,26.7,47,3.58333,0
03/06/2025,173,7,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,26,61,2.69444,0
03/07/2025,72,7,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,25.5,66,4.02778,0
03/08/2025,0,7,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,25.2,64,3.13889,0
03/09/2025,233,7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,25.6,70,3.58333,0
03/10/2025,187,7,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,27,63,2.69444,0
03/11/2025,181,7,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,28.4,48,2.22222,0
03/12/2025,175,7,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,31.2,40,4.02778,0
3/13/2025,179,7,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,26.9,61,1.77778,0
3/14/2025,65,7,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,5.6,41,1.77778,0
3/15/2025,3,7,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,24.7,68,3.13889,0
3/16/2025,260,7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,25.2,66,2.22222,0
3/17/2025,212,7,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,24.9,62,2.22222,0
3/18/2025,185,7,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,25.5,57,2.69444,0
3/19/2025,141,8,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,25.2,63,3.58333,0
3/20/2025,117,8,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,25.1,75,4.02778,0
3/21/2025,81,8,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,26.4,73,4.02778,0
3/22/2025,3,8,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,26.6,69,3.58333,0
3/23/2025,212,8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,26.6,64,2.69444,0
3/24/2025,200,8,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,27.4,56,2.22222,0
3/25/2025,203,8,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,25.2,70,2.69444,0
3/26/2025,187,8,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,25.9,70,2.69444,0
3/27/2025,165,8,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,26.7,69,3.13889,0
3/28/2025,64,8,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,27,60,3.13889,0
3/29/2025,0,8,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,26.6,49,3.13889,0
3/30/2025,207,8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,26.5,54,2.22222,0
3/31/2025,196,8,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,26.4,59,4.47222,0
04/01/2025,215,8,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,24.8,69,3.13889,0
04/02/2025,168,8,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,25.4,68,2.69444,0
04/03/2025,207,8,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,25.5,68,2.69444,0
04/04/2025,65,8,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,25.2,69,2.69444,0
04/05/2025,1,8,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,25.1,69,2.69444,0
04/06/2025,196,8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,25.6,65,2.69444,0
04/07/2025,203,8,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,24,73,0.88889,0
04/08/2025,172,8,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,25.9,63,2.69444,0
04/09/2025,211,8,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,25.2,70,3.13889,0
04/10/2025,179,8,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,25.9,72,3.13889,0
04/11/2025,85,8,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,24.6,75,1.33333,0
04/12/2025,4,8,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,25.9,69,4.02778,0
4/13/2025,199,8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,24.7,71,3.58333,0
4/14/2025,255,8,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,24.8,72,2.69444,0
4/15/2025,176,8,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,26,67,2.22222,0
4/16/2025,167,8,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,26.4,62,3.13889,0
4/17/2025,188,8,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,26,67,4.02778,0
4/18/2025,101,8,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,26.3,68,4.02778,0
4/19/2025,4,9,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,26.5,69,2.69444,0
4/20/2025,211,9,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,26.2,69,3.58333,0
4/21/2025,224,9,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,26,66,3.13889,0
4/22/2025,224,9,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,27.1,56,2.22222,0
4/23/2025,217,9,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,26.1,57,2.69444,0
4/24/2025,193,9,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,24.6,69,3.13889,0
4/25/2025,84,9,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,24.1,66,3.13889,0
4/26/2025,0,9,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,24.1,66,3.13889,0
4/27/2025,187,9,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,23.6,68,2.22222,0
4/28/2025,191,9,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,23.9,70,2.22222,0
4/29/2025,248,9,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,25.3,55,3.13889,0
4/30/2025,228,9,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,25.7,62,3.58333,0
05/01/2025,207,9,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,25.2,64,3.58333,0
05/02/2025,76,9,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,24.1,64,3.13889,0
05/03/2025,7,9,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,23.7,64,2.69444,0
05/04/2025,212,9,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,23.9,65,3.58333,0
05/05/2025,184,9,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,24.3,68,3.13889,0
05/06/2025,177,9,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,24.3,69,2.69444,0
05/07/2025,189,9,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,24.4,69,2.69444,0
05/08/2025,191,9,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,24.8,63,2.69444,0
05/09/2025,68,9,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,23.5,67,3.13889,0
05/10/2025,1,9,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,23.8,66,2.69444,0
05/11/2025,187,9,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,24.2,60,2.69444,0
05/12/2025,225,9,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,24.3,65,3.13889,0
5/13/2025,204,9,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,24,71,2.69444,0
5/14/2025,196,9,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,23.8,67,2.69444,0
5/15/2025,196,9,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,24.1,62,1.77778,0
5/16/2025,65,9,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,25.6,49,3.13889,0
5/17/2025,3,9,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,28.6,30,4.02778,0
5/18/2025,179,9,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,27.1,64,3.13889,0
5/19/2025,208,10,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,26.1,73,3.58333,0
5/20/2025,205,10,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,26.3,61,3.58333,0
5/21/2025,212,10,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,25.7,62,3.13889,0
5/22/2025,179,10,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,22.9,76,3.58333,0
5/23/2025,97,10,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,22.8,72,2.69444,0
5/24/2025,4,10,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,23,73,3.58333,0
5/25/2025,109,10,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,22.9,70,2.22222,0
5/26/2025,3,10,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,22,73,3.58333,0
5/27/2025,0,10,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,21.8,69,3.58333,0
5/28/2025,204,10,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,22,68,3.58333,0
5/29/2025,235,10,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,22.8,60,4.02778,0
5/30/2025,109,10,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,20.9,68,3.13889,0
5/31/2025,0,10,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,22,65,3.13889,0
06/01/2025,237,10,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,23.1,62,4.02778,0
06/02/2025,273,10,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,22.7,66,3.13889,0
06/03/2025,85,10,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,21.3,71,3.58333,0
06/04/2025,0,10,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,21.6,75,4.02778,0
06/05/2025,225,10,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,22.3,78,3.58333,0
06/06/2025,67,10,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,22.5,77,3.58333,0
06/07/2025,5,10,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,21.5,73,3.58333,0
06/08/2025,143,10,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,21.9,67,2.22222,0
06/09/2025,3,10,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,26.7,33,3.58333,0
06/10/2025,229,10,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,28.7,25,4.91667,0
06/11/2025,260,10,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,26.1,32,1.77778,0
06/12/2025,267,10,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,23.9,47,6.25,0
6/13/2025,139,10,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,17.8,66,5.80556,1
6/14/2025,0,10,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,17.4,61,2.69444,0
6/15/2025,148,10,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,20,28,5.36111,0
6/16/2025,3,10,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,21.3,24,4.02778,0
6/17/2025,245,10,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,22.1,21,3.13889,0
6/18/2025,245,10,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,22.7,22,3.58333,0
6/19/2025,223,11,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,22.5,19,3.58333,0
6/20/2025,97,11,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,21.9,22,3.58333,0
6/21/2025,0,11,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,20.9,34,2.22222,0
6/22/2025,235,11,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,19.2,47,2.22222,0
6/23/2025,225,11,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,16.7,80,3.58333,1
6/24/2025,209,11,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,16.9,88,3.13889,0
6/25/2025,219,11,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,17.5,76,3.13889,0
6/26/2025,209,11,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,18.2,67,2.69444,0
6/27/2025,72,11,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,18.8,61,2.69444,0
6/28/2025,0,11,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,17.9,64,2.22222,0
6/29/2025,240,11,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,16.8,71,1.77778,0
6/30/2025,229,11,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,15.4,75,1.77778,0
07/01/2025,216,11,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,16.8,62,3.13889,0
07/02/2025,208,11,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,16.1,79,3.13889,0
07/03/2025,171,11,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,16.7,73,2.69444,0
07/04/2025,87,11,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,15.7,75,3.13889,0
07/05/2025,1,11,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,17.4,60,1.77778,0
07/06/2025,217,11,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,20.4,41,3.13889,0
07/07/2025,160,11,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,19.2,65,3.58333,0
07/08/2025,224,11,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,18.3,76,1.33333,0
07/09/2025,215,11,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,17.6,77,0.88889,0
07/10/2025,224,11,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,13.7,62,0.88889,0
07/11/2025,59,11,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,14.6,74,4.91667,1
07/12/2025,1,11,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,13.9,91,1.77778,1
7/13/2025,191,11,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,15,87,2.69444,0
7/14/2025,277,11,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,16.1,73,0.88889,0
7/15/2025,9,11,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,17.4,53,2.22222,0
7/16/2025,257,11,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,18.8,48,2.22222,0
7/17/2025,255,11,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,17.4,66,1.33333,0
7/18/2025,105,11,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,17,67,2.22222,0
7/19/2025,1,12,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,14.7,69,0,0
7/20/2025,231,12,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,16.9,48,2.69444,0
7/21/2025,236,12,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,17.4,62,2.69444,0
7/22/2025,236,12,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,14.2,64,1.77778,0
7/23/2025,200,12,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,14.4,54,3.58333,0
7/24/2025,263,12,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,14.1,75,5.80556,1
7/25/2025,95,12,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,12.5,66,1.33333,0
7/26/2025,0,12,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,12.6,71,1.33333,0
7/27/2025,204,12,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,12.3,76,0.88889,0
7/28/2025,219,12,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,12.8,68,0.88889,0
7/29/2025,151,12,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,13.3,63,1.33333,0
7/30/2025,247,12,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,12.7,90,2.69444,0
7/31/2025,176,12,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,12.2,81,2.22222,1
08/01/2025,73,12,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,14.3,53,2.69444,0
08/02/2025,0,12,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,17.5,49,4.02778,0
08/03/2025,225,12,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,16.6,64,3.13889,0
08/04/2025,241,12,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,13.2,61,2.22222,0
08/05/2025,247,12,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,13.2,65,1.33333,0
08/06/2025,217,12,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,13.2,62,2.22222,0
08/07/2025,187,12,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,12.8,89,4.47222,1
08/08/2025,112,12,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,12.4,87,2.22222,0
08/09/2025,4,12,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,12.5,73,2.22222,0
08/10/2025,212,12,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,13,72,2.22222,0
08/11/2025,181,12,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,12.5,81,1.77778,0
08/12/2025,220,12,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,13.7,72,2.69444,0
8/13/2025,163,12,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,12.4,77,2.22222,0
8/14/2025,187,12,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,10.9,69,5.80556,0
8/15/2025,88,12,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,9.8,80,4.47222,0
8/16/2025,1,12,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,11.2,86,2.22222,0
8/17/2025,213,12,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,12,82,2.56441,1
8/18/2025,211,12,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,12.1,75,1.29979,1
8/19/2025,220,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,11.3,72,1.9524,0
8/20/2025,175,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,9.6,75,2.47712,0
8/21/2025,197,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,10.5,64,3.45227,0
8/22/2025,84,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,12.4,54,2.26492,0
8/23/2025,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,11.9,62,2.5321,0
8/24/2025,193,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,10.8,62,7.67343,1
8/25/2025,235,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,8.7,66,7.95151,1
8/26/2025,172,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,9,69,3.44724,1
8/27/2025,235,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,10.6,47,3.24065,0
8/28/2025,263,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,12.8,37,4.20655,0
8/29/2025,76,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,14,28,3.14624,0
8/30/2025,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,16.7,27,2.25727,0
8/31/2025,208,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,16.8,52,3.19968,0
09/01/2025,229,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,15.1,60,1.95483,1
09/02/2025,211,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,None,None,None,None
09/03/2025,151,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,None,None,None,None
09/04/2025,211,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,None,None,None,None
09/05/2025,73,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,None,None,None,None
09/06/2025,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,None,None,None,None
09/07/2025,217,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,None,None,None,None
09/08/2025,241,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,None,None,None,None
09/09/2025,197,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,None,None,None,None
09/10/2025,188,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,None,None,None,None
09/11/2025,181,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,None,None,None,None
09/12/2025,75,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,None,None,None,None
9/13/2025,4,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,None,None,None,None
9/14/2025,196,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,None,None,None,None
9/15/2025,240,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,None,None,None,None
